GTIN,MRID
06285111000352,170413-1201-2713-01-05
06285111000345,170413-1201-2713-01-05
06285111001120,170413-1201-2713-01-05
06285111003070,170413-1201-2713-01-03
06285111002868,170414-0130-2713-01-03
06285111002875,170414-0130-2713-01-03
06285111002882,170414-0130-2713-01-03
06285111001922,170414-0230-2713-01-05
06297000807027,170603-0107-2713-01-03
06285111000659,170603-0107-2713-02-05
06285111000468,170603-0107-2713-02-05
06285111001328,170603-0107-2713-02-05
06285111000260,170603-0107-2713-02-05
06285111002622,170603-0107-2713-02-03
06285111001069,170603-0107-2713-02-05
06285064000218,170603-0107-2713-03-03
06285064000201,170603-0107-2713-03-03
06285111001489,170419-0107-5401-01-05
06285085003830,170904-0106-2713-01-03
06285154001477,170905-0106-0801-01-03
06285111000970,170906-0107-5401-01-05
06285085003823,170907-0106-2714-01-03
06285085003847,170907-0206-2714-01-03
06285111003858,170907-0306-2714-01-03
06285111003841,170907-0306-2714-01-03
06285111003872,170907-0406-2714-01-03
06285111003865,170907-0506-2714-01-03
06285154000081,170907-0606-2714-01-01
06285154001408,170907-0706-2714-01-01
04030539164313,170604-0104-5401-01-05
04030539142656,170604-0104-5401-01-05
05413895038736,801015-0101-5406-01-05
05413895038730,801015-0101-5406-01-05
37332414107124,170420-0104-5401-01-03
06285111000505,070603-0106-5401-01-05
06288030000052,070603-0104-5401-01-05
06285085002345,070603-0204-4803-01-03
06285105001570,070603-0204-4803-02-03
06285105001600,070603-0304-4803-01-03
06285105001594,070603-0304-4803-01-03
06285111002813,170606-0104-2713-01-03
06285111002820,170606-0104-2713-01-03
06285111002837,170606-0104-2713-01-03
06285111001915,170606-0104-2713-01-05
96600000006428,170602-0601-5401-01-05
96600000006642,170602-0601-5401-01-05
06285105000085,020904-0104-2303-01-03
06285105000092,020904-0104-2303-01-03
04086000033251,170415-0130-2714-01-19
06221025046246,060409-0130-1701-01-05
00301320005257,060409-0104-1701-01-05
00301320005264,060409-0104-1701-01-05
06281147000373,060410-0130-5406-01-11
00779170165900,060411-0104-4803-01-03
06286059000091,830304-0101-4804-01-13
06285096000187,710802-0130-2713-01-19
96600000002424,710802-0130-2713-01-19
05000456057677,830305-0104-4804-01-03
05000456057684,830305-0204-4804-01-03
06285104000253,510508-0122-6410-01-11
06281086013311,510508-0122-6410-02-11
05391507141484,510509-0122-6410-01-11
05391507142320,510510-0122-6410-01-05
05391507145598,510511-0122-6410-01-05
96677000000710,420405-0122-6410-01-04
96677000000709,420405-0222-6410-01-04
06285128006644,420405-0122-6410-02-04
06285128006651,420405-0222-6410-02-04
06281086005262,420405-0122-6410-03-04
06281086105276,420405-0222-6410-03-04
06285312000113,420405-0122-6410-04-04
06285312000120,420405-0222-6410-04-04
06285147011001,420405-0122-6410-05-04
06285147010981,420405-0222-6410-05-04
06285094000264,420405-0122-6410-06-04
06285094000271,420405-0222-6410-06-04
05712249119560,430602-0130-2713-01-17
96600000006287,430504-0141-5401-01-19
96600000006091,430504-0122-5401-01-19
05415062003657,430603-0109-2706-01-09
05415062343678,430603-0122-2706-01-17
05415062343685,430603-0222-2706-01-17
15712249000520,430603-0322-2713-01-09
05712249110857,430603-0422-2713-01-09
05712249110864,430603-0522-2713-01-09
15712249001138,430603-0322-2715-01-09
15712249001145,430603-0422-2715-01-09
15712249000742,430603-0522-2715-01-09
09002260025046,430603-0230-2713-01-09
09002260025053,430603-0130-2713-02-09
04027269966140,430603-0622-2706-01-09
04027269913694,430603-0722-2706-01-19
04065266960747,430603-0222-2706-02-09
06285074001335,541712-0122-6410-01-04
06221508050319,060412-0104-4803-01-03
96600000006218,060412-0101-3001-01-03
05415062002193,210503-0122-6401-01-04
05415062001547,210503-0222-6401-01-04
06251154093019,210503-0122-6401-02-04
96677000000308,210503-0122-6401-02-04
06221032112880,020804-0122-6401-01-04
07640114724794,160406-0122-6402-01-05
05413868101270,640104-0146-2713-01-01
07680524130280,640104-0146-2713-01-01
05413868101287,640104-0246-2713-01-01
00366582500070,830216-0130-2713-01-19
96600000009193,830216-0130-2713-01-19
96611223366668,300104-0101-0901-01-18
06281086704981,482301-0130-6001-01-05
06281086704974,482301-0122-6401-01-04
06251159026173,482301-0130-6201-01-05
06251159026180,482301-0222-6401-01-04
96600000002239,482301-0430-5401-01-01
06291100083411,482301-0130-6201-02-05
06291100083305,482301-0130-6201-02-05
06291100085460,482301-0222-6401-02-04
06285101000546,482301-0130-6201-03-05
06285101000553,482301-0122-6401-02-04
05415062002353,070902-0122-6401-01-05
06285088000515,680202-0122-0401-01-04
06285088000508,680202-0222-2713-01-01
03582910072775,680202-0322-6401-01-04
06223007350419,680202-0122-0401-02-04
06223007350426,680202-0322-6401-02-04
96600000007330,650503-0122-5601-01-02
06285096000170,650503-0130-2713-01-17
06285096003331,650503-0222-5601-01-02
06285097001428,650503-0322-6401-01-04
06285097002210,650503-0322-6401-01-04
06285097001435,650503-0422-6401-01-04
06285097002227,650503-0422-6401-01-04
06285147002818,650503-0422-6410-01-04
06285147002474,650503-0422-6410-01-04
06285128013147,650503-0322-6410-01-04
06285128013130,650503-0322-6410-01-04
06285128013123,650503-0422-6410-02-04
06285128013116,650503-0422-6410-02-04
06281086105498,541713-0122-0401-01-04
06281086105627,541713-0222-0401-01-04
06281086105634,541713-0322-0401-01-04
06285101004018,541713-0122-0401-02-04
06285101004025,541713-0222-0401-02-04
06285101004032,541713-0322-0401-02-04
05415062002780,541713-0122-0401-03-11
05415062002797,541713-0222-0401-03-11
05415062002803,541713-0322-0401-03-11
06286219000374,541713-0122-0401-04-04
06286219000381,541713-0222-0401-04-04
06286219000398,541713-0322-0401-04-04
99660706222142,600701-0130-2713-01-01
06286001000094,420203-0122-6410-01-04
06286001000087,420203-0222-6410-01-04
06285095008719,420203-0122-6410-02-04
06285095008726,420203-0222-6410-02-04
06285095008733,420203-0222-6410-02-04
00300020020515,420203-0122-6410-03-04
96600000009269,420203-0122-6410-03-04
00300020686551,420203-0222-6410-03-04
06281086650028,420203-0222-6410-03-04
96697798899102,420203-0222-6410-03-04
06291107471846,420203-0222-6410-04-04
06291107471839,420203-0222-6410-04-04
96677000000628,420203-0222-6410-04-04
06251910000428,420203-0222-6410-05-04
06285312000502,420203-0122-6410-04-04
06285312000427,420203-0222-6410-06-04
99662604221982,420203-0122-6410-05-04
06291103730800,420203-0222-6410-07-04
06291103730817,420203-0222-6410-07-04
06291103730824,420203-0222-6410-07-04
26285157000884,420203-0122-6410-06-04
06285147010769,420203-0122-6410-07-04
06285147010721,420203-0122-6410-07-04
06285147010646,420203-0222-6410-09-04
06285147010684,420203-0222-6410-09-04
06285147001545,420203-0222-6410-09-04
06285145000359,420203-0122-6410-08-04
06285145000397,420203-0322-6410-02-04
06285145000366,420203-0222-6410-10-04
06285145000373,420203-0222-6410-10-04
06251870024205,420203-0122-6410-09-04
06251870024007,420203-0222-6410-11-04
06285128016223,420203-0122-6410-10-04
06285128016247,420203-0222-6410-12-04
06286085000805,420203-0122-6416-01-04
06286085000812,420203-0222-6416-01-04
06281086013960,420203-0122-6410-12-04
06281086011782,420203-0222-6410-14-04
06281086006375,420203-0222-6410-14-04
06281086003480,420203-0222-6410-14-04
99661001221581,420203-0122-6410-13-04
99663012211532,420203-0222-6410-15-04
18901175057082,420203-0222-6410-16-04
06286434000142,420203-0422-6410-01-04
06286434000135,420203-0122-6410-14-04
06286434000128,420203-0222-6410-18-04
06285094000837,420203-0122-6410-15-04
06285094000868,420203-0222-6410-19-04
06281080015854,420203-0122-6410-16-04
06281080015175,420203-0222-6410-20-04
06281080015083,420203-0222-6410-20-04
96688990000003,420203-0122-6410-17-04
96688990000002,420203-0222-6410-21-04
06251107425881,420203-0122-6410-18-04
06251107424518,420203-0222-6410-22-04
00771313250740,420203-0122-6401-02-04
00771313250733,420203-0222-6401-02-04
00300698730303,700107-0122-0401-01-04
07640168150280,800703-0141-5406-01-11
05415062380369,543601-0122-0401-01-05
05415062380345,543601-0222-0401-01-05
05000456006095,550502-0122-6401-01-04
96600000004692,550502-0122-6401-01-11
05000456055215,550502-0222-6401-01-04
96600000002933,550502-0122-6401-02-11
96600000003962,550502-0122-6401-02-04
06251107425577,420102-0122-6411-01-04
06285094000677,420102-0122-0402-01-04
07613421045937,420102-0122-6409-01-04
06285094000295,420102-0122-6410-01-04
06285147006731,420102-0122-6409-02-04
18901175057136,420102-0122-6409-04-04
06285096000255,420103-0122-0401-01-11
06281147002766,320203-0101-0601-01-18
06281147002797,320203-0101-0601-01-18
06281147002780,320203-0101-0601-01-18
06281147002773,320203-0101-0601-01-18
06285101003530,482401-0122-2706-01-19
06192405001202,482401-0122-2706-02-19
06192405001219,482401-0222-2706-01-19
06286219000794,482401-0122-2706-03-19
96677000005519,482403-0122-2710-01-19
96677000005520,482403-0122-2710-01-19
06285079001378,260107-0122-6401-01-04
06285079001408,260107-0222-6401-01-04
06285147004188,260107-0222-6401-02-04
18901175052599,260107-0122-6401-03-04
18901175052605,260107-0222-6401-03-04
06285147015016,260304-0122-6401-01-04
06285147015023,260304-0222-6401-01-04
06285147015160,260304-0322-6401-01-04
06285147015153,260304-0422-6401-01-04
06285079001842,260304-0322-6401-02-04
06285079001835,260304-0422-6401-02-04
06285079000388,260207-0222-6401-02-04
96600000000420,260207-0122-6401-01-04
06285147002863,260207-0122-6401-02-04
06285147002887,260207-0222-6401-01-04
06285147002870,260207-0322-6401-01-04
96677000000499,130313-0122-6410-01-04
06281086004272,542202-0122-0401-99-03
06281086004289,542202-0122-0401-99-03
06281086004296,542202-0222-0401-99-03
06281086004302,542202-0222-0401-99-99
06281086004319,542202-0322-0401-99-03
06281086004326,542202-0322-0401-99-03
06281086004340,542202-0422-0401-99-99
06281086004333,542202-0422-0401-99-99
06281086004364,542202-0522-0401-99-99
06281086004357,542202-0522-0401-99-99
06281086004388,542202-0622-0401-99-99
06281086004371,542202-0622-0401-99-99
06251065050064,542202-0222-0401-02-05
06251065043899,542202-0322-0401-02-05
06251065050071,542202-0622-0401-02-05
04048846000552,140205-0109-2706-01-19
99663281211378,510110-0122-6410-01-05
05391507142481,510109-0122-6410-01-05
96677000006606,510110-0122-6410-02-04
06285096000026,510110-0222-6410-02-05
06251154147019,580504-0122-0401-01-04
96600000006301,580504-0122-6401-01-04
96600000002358,580504-0122-6401-01-04
06285128017763,280108-0101-0901-01-05
06285128000512,280108-0122-6401-01-04
06285128001151,280108-0122-6401-01-05
07630035400259,280108-0101-0901-02-18
07630035400099,280108-0101-5601-01-05
07612791061097,280108-0122-6401-02-04
96600000002503,280108-0101-5401-01-27
06291100087273,280108-0101-0901-03-18
06291100087266,280108-0122-6401-03-04
06281080011696,280108-0122-6401-04-04
96600000007196,280108-0101-0901-04-18
09501100941152,280108-0201-0901-01-18
06291100783359,761002-0130-6201-01-05
06285085000389,761002-0130-6201-02-03
06251154144018,761002-0130-6201-03-05
03582910069164,570120-0122-6410-01-04
06286219001043,570120-0122-6410-02-04
06285094001223,470301-0241-2713-01-17
00300020687558,470301-0141-2713-02-17
06285147803040,470301-0146-2713-01-09
08595029604084,430103-0122-2713-01-01
07640128544265,430103-0122-2713-01-19
96600000000695,411601-0101-0601-01-03
06285074000482,411601-0130-2713-01-19
06091403220298,411601-0230-2713-01-01
96677000000531,411601-0129-0601-01-27
06285074002707,411601-0130-2713-03-01
96677000000704,530402-0134-2713-01-01
06285112000153,530402-0134-2715-01-19
03664798022650,530402-0109-2715-01-19
06297000720098,230103-0201-5406-01-11
00363004000019,430801-0130-2715-01-01
06281080011597,760202-0130-6201-01-05
96600000000670,760202-0222-6409-01-04
96600000000310,760202-0122-6409-01-04
06291100081622,111101-0122-6401-01-04
06291100083633,111201-0122-2713-01-01
06291100083640,111201-0222-6410-01-04
06285147002788,111201-0322-6410-01-04
04027269913670,111201-0122-2713-02-01
08006540340097,111201-0122-2713-02-01
04027269913625,111201-0222-6404-01-04
04054839480546,111201-0222-6404-01-04
06285128002820,111201-0122-2713-03-01
07640153080486,111201-0122-2713-04-01
96600000001999,111201-0422-6401-01-11
06221075030585,111201-0522-2713-01-01
06221076010357,111201-0622-6404-01-04
96600000003537,111201-0722-5401-01-19
06285128017787,111201-0222-6410-02-04
06285104000345,110702-0122-6201-01-05
06285147005451,110702-0222-6410-01-11
05415062000014,110506-0124-6401-01-04
06221032312105,640501-0122-2713-01-19
06221032317971,640501-0222-2713-01-19
06285101004377,543701-0130-2710-01-19
06285088002106,430901-0130-2706-01-19
00366582506782,411701-0122-6401-01-04
96677000000611,411701-0122-6401-02-04
99660100151700,140112-0122-6410-01-04
96611223366678,140112-0222-6410-01-05
99662003221857,140112-0222-6410-03-04
99696091121287,481603-0122-2706-02-19
05415062004012,481603-0122-4803-01-19
06285101005824,570308-0130-2713-01-17
06251151000027,800603-0101-5406-01-11
06251151000034,800603-0201-5406-01-11
96600000005278,800603-0101-5406-02-11
06281080010194,800603-0201-5406-02-11
06285128002851,800603-0101-5406-03-11
06285128001366,800603-0201-5406-03-11
06285111003629,800603-0201-5406-04-11
00366582501213,800603-0101-5406-04-11
07640168150129,800603-0201-5406-05-11
00300232588032,800604-0130-5406-01-11
05016007206197,800604-0130-5406-01-11
06285128018661,800605-0130-5406-01-05
05016007206180,800605-0130-5406-02-11
07612797425442,800606-0130-6003-01-11
00366582501176,800607-0101-5406-01-11
06281080006586,800607-0101-5406-02-06
06285128018302,800607-0101-5406-03-11
06285128015073,800608-0130-5406-01-11
05415062002292,800608-0130-5406-02-11
07612797427156,800609-0130-5406-01-11
05415062002407,481903-0122-6410-01-04
06251600000936,481903-0122-6410-02-04
05702191010930,140505-0115-2713-01-19
05702191010688,140505-0115-2713-01-19
05702191010657,140505-0115-2713-01-17
05702191010640,140505-0115-2713-01-17
05702191010695,140505-0215-2713-01-19
05702191010664,140505-0215-2713-01-17
05702191010626,140505-0215-2713-01-17
05702191010671,140505-0215-2713-01-17
96600000001965,140505-0115-2713-01-17
96600000001726,140505-0215-5401-01-19
06285079001514,760103-0141-4801-01-12
15285003471497,140113-0130-2714-01-19
06285147803354,140113-0130-2714-02-19
96600000011126,544001-0150-2715-01-03
06251653350002,600203-0122-6401-01-04
06251653350101,600203-0222-6401-01-04
07612797271391,600203-0122-6401-02-04
07612797271537,600203-0222-6401-02-04
06281080011917,600203-0122-6401-03-04
06281080011924,600203-0222-6401-03-04
06285128013239,801503-0101-6003-01-11
07612797436004,801503-0101-4001-01-18
07612797435663,801503-0101-6003-02-11
07613326001281,570309-0130-2714-01-19
07613326015813,570309-0130-2714-01-19
07640149616996,570309-0130-2714-01-19
07613326003797,570309-0230-2713-01-17
06285104000277,110406-0122-0401-01-04
06285128006347,110406-0109-0401-01-04
06251158600008,110406-0222-0401-01-11
06285128006354,110406-0122-0401-02-04
00300691001011,570121-0122-6410-01-11
05415062339084,570121-0222-6409-01-05
05415062002087,420406-0122-6410-01-04
05415062002704,420406-0222-0407-01-04
96600000002237,420406-0122-0407-01-04
06281086006023,210701-0122-6401-01-04
06281086006030,210701-0222-6401-01-04
06285128012928,660111-0122-6410-01-05
06285128012904,660111-0122-6410-01-05
06285128012935,660111-0222-6410-01-05
06285128012911,660111-0222-6410-01-04
06285147009268,660111-0122-6410-02-04
06285147009145,660111-0222-6410-02-04
96600000007426,660111-0122-6410-03-04
96600000007123,660111-0222-6410-03-04
05413868100655,660111-0322-0401-01-04
05413868100601,660111-0122-6410-04-04
05413868100624,660111-0222-6410-04-04
05413868100648,660111-0522-6410-01-04
07612797475829,542802-0122-2706-01-19
07612797334768,542802-0122-2706-01-19
96677000000283,210305-0122-6410-01-04
96677000000284,210305-0222-6410-01-04
96677000000285,210305-0322-6410-01-04
99660000000013,210305-0130-2713-01-01
99662102221747,550503-0122-6401-01-04
08436025990200,543801-0122-2706-01-19
05290931030619,651401-0130-2713-01-01
06251159037872,651401-0122-0401-01-04
07640153086624,651401-0222-2713-01-01
04011548029602,651401-0122-0401-02-04
04011548029596,651401-0122-0401-02-04
04032129005969,651401-0130-2713-03-01
04011548028698,651401-0130-2713-03-01
04011548028704,651401-0222-6410-01-04
04011548032831,651004-0122-6410-01-04
05290931027527,150202-0130-2713-01-01
05415062002032,150202-0130-2713-02-01
06288030002698,150202-0122-6410-01-04
06221025041630,150202-0130-2713-03-01
99660000000001,150202-0122-6401-01-04
00355566211026,150202-0222-6401-01-04
06285139000013,150202-0130-2713-04-01
99696061221429,150202-0322-2713-01-01
18904200505039,540723-0122-2706-01-19
18905056002031,540723-0222-2706-01-19
07613326003957,540723-0130-2706-01-19
06281086412664,540723-0122-2706-02-19
06285101004513,540723-0122-2706-03-19
96677000005527,540723-0222-2706-02-19
08715131020798,540723-0122-2706-04-19
08715131021566,540723-0422-2706-01-19
08904182704720,540723-0422-2710-01-19
05415062351123,540723-0122-2706-05-19
05415062351116,540723-0222-2706-03-19
07613326016971,540724-0122-2706-01-19
07613326016988,540724-0222-2706-01-19
07612797437148,800704-0146-5406-01-11
06251600000011,370105-0101-0901-01-18
06285128014373,370105-0201-0901-01-18
06285128001632,370105-0101-0901-02-18
06285095004650,370105-0101-0901-03-05
96600000005304,370105-0101-0901-04-18
96600000003738,370105-0101-0601-01-18
06251106710100,370105-0101-0901-05-18
96600000003986,210202-0122-6401-01-04
06291100086597,230703-0101-4001-01-18
06285128017664,230703-0129-0901-01-18
07630035400082,230703-0122-5901-01-04
07630035400198,230703-0101-0901-01-18
06285101000898,230703-0101-0901-02-18
96611223366543,130311-0122-6410-01-04
00368475901018,130311-0222-0401-02-05
99660906222164,370106-0144-0901-01-18
96600000006423,681303-0130-6201-01-05
96600000007087,681303-0122-6401-01-07
96600000004985,681303-0222-6401-01-07
96600000007105,681303-0322-0401-01-04
96600000006864,681303-0422-0401-01-04
96600000006638,681303-0522-0401-01-04
03594450310279,541007-0122-6410-01-04
03594450320278,541007-0222-6410-01-04
06285108000150,190106-0122-6410-01-04
96600000002903,320503-0122-6401-01-11
96600000003920,320503-0122-6401-01-04
06285085000280,780210-0130-6201-01-05
06251158250005,780210-0130-6201-02-05
06291100784004,780211-0130-6201-01-05
06285101002540,780211-0130-6201-02-05
06285085000358,780211-0130-6201-03-05
06251158190004,780211-0130-6201-04-05
06288030000038,780212-0130-6201-01-05
06285101002557,780212-0130-6201-02-05
06285101002533,780212-0122-6401-01-04
06285101002564,780213-0130-6201-01-05
06285101002526,780213-0122-6401-01-04
06291100080489,780213-0130-6201-02-05
06291100081226,780213-0122-6401-02-04
06285085000242,780213-0130-6201-03-05
06251158200000,780213-0130-6201-04-05
07640128544326,550404-0122-2713-01-17
07640128548263,550404-0222-2707-01-17
96600000002899,550404-0222-5401-01-19
03582186007457,550404-0122-2706-01-19
03582186000953,550404-0322-2707-01-19
03582186000892,550404-0422-2707-01-19
06285128012966,801102-0101-5406-01-11
09320344000438,801102-0201-5406-01-11
06297000720067,801102-0101-5406-02-11
05413895030710,801102-0101-5406-03-11
04028305001368,420407-0122-6410-01-04
04030041001823,420407-0222-6404-01-04
07630035400228,230403-0101-0601-01-18
96600000000560,230403-0122-0401-01-04
96600000010440,840501-0115-5601-01-19
96600000010441,840501-0115-5601-02-19
96600000010438,840501-0115-5601-03-05
96600000010437,840501-0139-2715-01-19
96600000010439,840501-0139-2715-02-19
03664798022865,531901-0141-2713-01-17
06285096001399,760104-0141-4801-01-12
08054083020815,570124-0122-6409-01-05
07612291543000,410109-0209-2706-01-19
07612291543017,410109-0309-2706-01-19
07612291067551,410109-0109-2706-01-19
07612291067568,410109-0409-2706-01-19
04032717013222,050104-0222-0401-01-04
05413868100990,570310-0230-2713-01-17
05413868100969,570310-0230-2713-01-17
05413868109849,570310-0122-2713-01-19
06286434000418,510306-0122-6410-01-04
06286434000401,510306-0122-6410-01-04
06285097001602,510306-0122-6401-01-04
06285097002104,510306-0122-6401-01-04
07613326016421,510307-0122-6410-01-04
06286434000333,510307-0122-6410-02-04
06281086104125,510307-0122-6410-04-05
06285088000997,660701-0130-3501-01-05
06285088000447,660701-0230-2706-01-19
06285088000423,660701-0122-6406-01-04
06285088001819,660701-0330-5401-01-05
06285088000454,660701-0322-6406-01-04
06285088000478,660701-0322-6411-01-05
06251158610304,660701-0430-6201-01-05
06291100084319,660701-0122-6404-01-04
06285101001239,660701-0130-6201-01-05
06285101001246,660701-0330-5401-02-05
15012727911363,660701-0230-2713-01-01
06286219000442,260108-0122-6410-01-04
06286219000435,260108-0222-6410-01-04
06285094000431,260108-0322-6410-01-04
06285094000448,260108-0122-6410-02-04
06285094000455,260108-0222-6410-02-04
06285094000462,260108-0422-6410-01-04
06251599000856,260108-0122-6410-03-04
06251599000849,260108-0222-6410-03-04
08430469162117,260108-0122-6410-04-05
08430469162100,260108-0222-6410-04-05
08430469162124,260108-0422-6410-02-05
06251106161377,260108-0122-6410-05-04
06251106161384,260108-0222-6410-05-04
07612797126257,260108-0322-6410-02-04
07612791445804,260108-0122-6410-06-04
07612791445828,260108-0222-6410-06-04
07612797124611,260108-0422-6410-03-04
06285147008223,260108-0322-6410-03-04
06285147006410,260108-0122-6410-07-04
06285147008254,260108-0222-6410-07-04
06285147008285,260108-0422-6410-04-04
06281086003114,260108-0122-6410-08-04
06281086003121,260108-0222-6410-08-04
06281086003138,260108-0422-6410-05-04
05415062001226,260108-0322-6410-04-04
05415062001233,260108-0122-6410-09-04
05415062001240,260108-0222-6410-09-04
05415062001257,260108-0422-6410-06-04
96677000005573,260108-0122-6410-10-04
96677000005574,260108-0222-6410-10-04
05415062001332,260305-0422-6410-02-04
07612797136980,260305-0322-6410-03-04
07612797136966,260305-0422-6410-03-04
06285147002337,260305-0322-6410-04-04
06285147002252,260305-0422-6410-04-04
96600000009966,260305-0122-6410-02-04
06285147002276,260305-0222-6410-02-04
06251653300007,260305-0322-6410-05-04
06251653300106,260305-0422-6410-05-04
06285128017053,260305-0322-6410-06-04
06285128017039,260305-0422-6410-06-04
06285128017091,260305-0122-6410-03-04
06285128017077,260305-0222-6410-03-04
06281086006436,260702-0122-6410-01-04
06281086006443,260702-0222-6410-01-04
06281086006344,260702-0322-6410-01-04
06281086006429,260702-0422-6410-01-04
06281086006368,260702-0522-6410-01-04
06285094000929,260702-0122-6410-02-04
06285094000936,260702-0222-6410-02-04
06285094000905,260702-0322-6410-02-04
06285094000912,260702-0422-6410-02-04
07612797253793,260702-0122-6410-03-04
07612797253809,260702-0222-6410-03-04
07612797253779,260702-0322-6410-03-04
07612797253786,260702-0422-6410-03-04
07612797253816,260702-0522-6410-02-04
06285147002283,260702-0122-6410-04-04
06285147002290,260702-0222-6410-04-04
06285147002306,260702-0322-6410-04-04
06285147002313,260702-0422-6410-04-04
06285147002320,260702-0522-6410-03-04
06286422000024,260702-0122-6410-05-04
06286422000048,260702-0222-6410-05-04
06286422000031,260702-0322-6410-05-04
06286422000017,260702-0422-6410-05-04
06286219000770,260702-0122-6410-06-04
06286219000787,260702-0222-6410-06-04
06286219000763,260702-0322-6410-06-04
06286219000756,260702-0422-6410-06-04
06285128016681,260702-0222-6410-07-04
06285128016704,260702-0322-6410-07-04
06285128016728,260702-0422-6410-07-04
06285094000479,260208-0122-6410-01-04
06285094000486,260208-0222-6410-01-04
06285094000493,260208-0322-6410-01-04
06251599000986,260208-0122-6410-02-04
06251599000979,260208-0222-6410-02-04
06251599000993,260208-0422-6410-01-04
06286219000022,260208-0122-6410-03-04
06286219000039,260208-0222-6410-03-04
06286219000015,260208-0422-6410-03-04
08430469176503,260208-0122-6410-04-05
08430469176510,260208-0222-6410-04-05
08430469176497,260208-0422-6410-04-05
07612791388842,260208-0122-6410-05-04
07612791497834,260208-0222-6410-05-04
07612797164921,260208-0522-6410-01-04
07612797164938,260208-0322-6410-02-04
07612791396663,260208-0422-6410-05-04
06285147009503,260208-0122-6410-06-04
06285147009343,260208-0222-6410-06-04
06285147009381,260208-0522-6410-02-04
06285147009428,260208-0322-6410-03-04
06285147009466,260208-0422-6410-06-04
06281086003152,260208-0122-6410-07-04
06281086003169,260208-0222-6410-07-04
06281086003176,260208-0522-6410-03-04
06281086003183,260208-0322-6410-04-04
06281086003145,260208-0422-6410-07-04
96600000009330,260208-0122-6410-08-04
96600000009332,260208-0222-6410-08-04
96600000009331,260208-0422-6410-08-04
06251106801709,260208-0122-6410-09-04
06251106801693,260208-0222-6410-09-04
06251106801716,260208-0422-6410-09-04
06285702000235,260208-0122-6410-10-04
06285702000228,260208-0222-6410-10-04
96611223344560,260208-0522-6410-04-04
96611223344559,260208-0322-6410-05-04
06285702000211,260208-0422-6410-10-04
05415062001271,260208-0122-6410-11-04
05415062001288,260208-0222-6410-11-04
05415062001295,260208-0522-6410-05-04
05415062001301,260208-0322-6410-06-04
05415062001264,260208-0422-6410-11-04
07612797600559,260703-0122-6410-01-04
07612797600535,260703-0222-6410-01-04
07612797600542,260703-0322-6410-01-04
06281086004588,482402-0122-2706-01-19
06281086004595,482402-0222-2706-01-19
06285147803231,482402-0122-2706-02-19
06192405000397,482402-0122-4803-01-19
06285101003097,482402-0122-2706-03-19
06285101003103,482402-0222-2706-02-19
06291100085248,482402-0104-2706-01-19
06291100085491,482402-0130-2706-01-19
96677000005521,482402-0130-2706-01-19
10304096533013,482402-0104-2710-01-19
96600000001234,482402-0104-2710-01-19
96600000001270,482402-0122-2710-01-19
10304094332014,482402-0122-2710-01-19
96677000006600,482402-0122-2701-01-19
96677000000664,482402-0222-2701-01-19
96600000007808,541714-0122-6410-01-04
96600000008112,541714-0222-6410-01-04
96600000000050,420204-0122-6410-01-04
08430469177050,420204-0122-6416-01-04
08430469169741,420204-0222-6410-01-04
96611224466812,420204-0122-6410-02-04
96611224566812,420204-0222-6410-02-04
06285312000465,420204-0122-6416-02-04
06285074000161,420204-0322-6410-01-04
06285074002752,420204-0122-6410-03-04
06285074001670,420204-0122-6416-03-04
06285074000970,420204-0122-6416-03-04
06285074000154,420204-0222-6410-03-04
96677000000236,420204-0122-6401-01-04
96600000001605,700702-0122-6410-01-04
05415062002612,700702-0222-6410-01-04
05415062003268,700702-0222-6410-01-04
05415062003244,700702-0322-6410-01-04
00366582502241,530805-0138-2707-01-19
06285096003539,530804-0141-2707-01-19
08053677611965,570122-0222-2706-01-19
96697798899994,130113-0109-2706-01-19
05060147023589,130113-0109-4803-01-19
08025153005674,130114-0122-4803-01-19
07613326003711,542103-0122-6410-01-04
08054083014784,540419-0222-6410-01-04
08054083014791,540419-0322-6410-01-04
08054083014807,540419-0422-6410-01-04
08054083014777,540419-0122-6410-01-04
05415062000465,690108-0122-0407-02-04
05415062000397,690108-0222-0407-02-04
06285128013109,690108-0322-6401-01-04
06285128013093,690108-0422-6401-01-04
06285128013086,690108-0522-6401-01-04
06285128013079,690108-0122-6401-01-04
06281080008351,690108-0122-0407-03-04
06281080008368,690108-0222-0407-03-04
06281086003626,690108-0422-0407-01-04
06281086012918,690108-0122-0407-04-04
06281086012925,690108-0222-0407-04-04
06285101001260,690108-0422-0407-02-04
06285101001253,690108-0122-0407-05-04
06285101001277,690108-0222-0407-05-04
08002660026118,250401-0130-2713-01-01
08002660016461,250401-0122-6401-01-04
08002660016485,250401-0222-6401-01-04
08002660033239,250401-0322-6411-01-04
08002660033482,250401-0422-6411-01-04
99662403221885,191102-0122-6410-01-04
99662403221884,191102-0222-6410-01-04
99662403221886,191102-0322-6410-01-04
03701140011938,660702-0122-6410-01-11
06285096002778,760607-0141-4801-01-12
06285096002785,760607-0241-4801-01-12
06285096002563,760506-0141-4801-01-12
06285096002662,760507-0141-4801-01-12
07612797290842,100205-0122-6401-01-04
07612797191224,100205-0122-6401-01-04
06251870082007,100205-0122-6401-03-04
96625102112330,100205-0122-6401-04-04
96600000009219,100205-0122-6401-05-04
06285094000387,100205-0122-6401-05-04
06285147014743,100205-0122-6401-99-04
